trip_uuid,source_center,source_name,destination_center,destination_name,data,route_type,tod_bucket,osrm_distance,osrm_time,actual_time,hour_of_day,day_of_week,src_betweenness,src_bottleneck_score,src_avg_delay,src_in_degree,src_out_degree,dst_bottleneck_score,pred_time_ftl,pred_time_cart,pred_p90_ftl,pred_p90_cart,delta_time_min,delta_risk_min,cost_ftl,cost_cart,delta_cost,vot_effective,benefit_ftl,break_even_vot,recommended_route,switch,extrapolated
trip-153807952586521535,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560002AAA,Bengaluru_KHRoad_I (Karnataka),test,Carting,evening,31.4062,32.0,41.0,20,3,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.0,72.15281167275373,42.64011936957784,102.1674599471316,79.52091005442128,-29.51269230317589,-22.646549892710325,3442.1859999999997,1413.279,2028.9069999999997,20.411147563814165,-833.5089534412607,inf,Carting,False,False
trip-153857435764359887,IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND327001AAB,Banswara_KhandDPP_D (Rajasthan),test,FTL,afternoon,212.9604,150.0,300.0,13,2,0.0086826598058968,0.0173701621993494,2.0005577308870754,4.0,5.0,0.0023470335212952,363.11943004263554,542.0990716449172,492.60000510851114,640.6115504291395,178.97964160228167,148.01154532062833,8888.812,9583.217999999999,-694.405999999999,20.638806944095567,5221.317124637757,-2.7448459905250266,FTL,False,False
trip-153857435764359887,IND327001AAB,Banswara_KhandDPP_D (Rajasthan),IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),test,FTL,night,89.0638,62.0,88.0,0,3,0.0012103044704382,0.0023470335212952,1.9392091648189207,1.0,1.0,0.0036008166821884,120.7518293104884,162.78531551909342,187.39703357613496,169.90185415039414,42.03348620860501,-17.495179425740815,5171.914000000001,4007.871,1164.0430000000006,20.08631475597186,668.590993948026,34.97105749124606,Carting,True,True
trip-153833787291256261,IND400072AAB,Mumbai Hub (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),test,Carting,evening,18.6274,17.0,47.0,20,6,0.004996699358341,0.0130698692561693,2.615700549273936,11.0,9.0,0.0010436325913323,57.58911984851725,45.56648653051781,83.35827428657328,79.89424628360281,-12.022633317999443,-3.4640280029704655,3058.822,838.2330000000001,2220.589,20.480658910575677,-281.70424018562966,inf,Carting,False,False
trip-153835178030348861,IND403726AAB,Goa_ZuariNgr_IP (Goa),IND403002AAA,Central Goa (Goa),test,Carting,evening,16.2259,24.0,24.0,23,6,6.340822372957661e-06,1.36571558802165e-05,2.1538461538461537,4.0,5.0,0.0,48.003511378525296,36.29173765258598,64.21752206246532,45.24754841343831,-11.711773725939317,-18.96997364902701,2986.777,730.1655,2256.6115,20.000502257026316,-423.94585723097805,inf,Carting,False,False
trip-153835178030348861,IND403002AAA,Central Goa (Goa),IND403726AAB,Goa_ZuariNgr_IP (Goa),test,Carting,night,20.7813,24.0,76.0,2,0,0.0,0.0,2.1538461538461537,1.0,0.0,1.36571558802165e-05,42.974822668895555,83.27649597583907,77.64746931327959,116.67164577440755,40.30167330694351,39.024176461127965,3123.4390000000003,935.1585000000001,2188.2805000000003,20.0,1196.2752307501498,36.58490025957977,Carting,False,False
trip-153851521561931627,IND571432AAB,Nagamangala_MandyaRD_D (Karnataka),IND571426AAA,Krishnarajpet_MuruPost_D (Karnataka),test,FTL,night,40.8094,37.0,59.0,0,2,0.0,0.0,1.761904761904762,1.0,1.0,0.0019542481720391,57.723065268397725,67.79362285981074,82.65794105350156,96.23171449750588,10.070557591413014,13.573773444004317,3724.282,1836.4229999999998,1887.8590000000004,20.0,337.14888626830344,111.98963288270454,Carting,True,False
trip-153851521561931627,IND571426AAA,Krishnarajpet_MuruPost_D (Karnataka),IND571104AAA,Koppa_BMRd_D (Karnataka),test,FTL,night,86.6224,80.0,141.0,1,2,0.0012019821410737,0.0019542481720391,1.6258545824094606,2.0,1.0,0.0022790718017654,145.67283280570305,179.92031719570198,184.37912445627757,223.41627397210547,34.24748438999893,39.037149515827906,5098.6720000000005,3898.008,1200.6640000000007,20.07186963992952,1079.1853302696475,22.331262864122497,Carting,True,False
trip-153851521561931627,IND571104AAA,Koppa_BMRd_D (Karnataka),IND577598AAB,Madikeri_MuthpTmp_D (Karnataka),test,FTL,night,27.4173,19.0,33.0,4,2,0.0011924709075143,0.0022790718017654,1.9112179487179488,1.0,1.0,0.0023036583124385,40.7895964156927,47.01657522384768,52.68319109039679,77.46639324551357,6.226978808154982,24.783202155116783,3322.5190000000002,1233.7785000000001,2088.7405,20.08381538850079,373.9321212207215,112.18581185145902,Carting,True,False
trip-153851521561931627,IND577598AAB,Madikeri_MuthpTmp_D (Karnataka),IND573142AAA,Ramanathapura_Central_D_2 (Karnataka),test,FTL,night,64.4727,55.0,188.0,5,2,0.0011829596739549,0.0023036583124385,1.947368421052632,1.0,1.0,0.0037411497356473,123.12369045305338,120.91240132338517,159.4528401680255,149.7259597939161,-2.2112891296682164,-9.726880374109385,4434.1810000000005,2901.2715000000003,1532.9095000000002,20.084719584648685,-142.09395446367282,inf,Carting,True,False
trip-153851521561931627,IND573142AAA,Ramanathapura_Central_D_2 (Karnataka),IND573201AAB,Hassan_Pandrnga_I (Karnataka),test,FTL,morning,41.5799,38.0,57.0,8,2,0.0019696179495999,0.0037411497356473,1.899429143812969,2.0,1.0,0.025467381261235,78.58209202803326,132.8277488082496,134.54906876892778,170.29852962281726,54.245656780216336,35.749460853889474,3747.397,1871.0955000000001,1876.3014999999998,20.137584923077014,1452.3304220694033,26.016242738831213,Carting,True,False
trip-153812915492328657,IND580028AAA,Hubli_Adargchi_IP (Karnataka),IND580002AAA,Dharwad_Dc (Karnataka),test,FTL,morning,25.9535,21.0,84.0,10,4,0.0133307864363468,0.0268989307113226,2.0178052390053844,8.0,7.0,0.0,115.00181558634848,64.95256402228681,235.57498087866247,99.83546253962434,-50.04925156406168,-135.7395183390381,3278.605,1167.9075,2110.6975,20.989237954714206,-2475.0301756716244,inf,Carting,True,False
trip-153812915492328657,IND591102AAA,Bailhongal_NamoNagr_D (Karnataka),IND591307AAC,Gokak_Bsavangr_D (Karnataka),test,FTL,night,44.1532,41.0,72.0,3,5,0.0003959050969115,0.0007677427923293,1.9392091648189207,1.0,1.0,0.0016116983417164,79.52467288780804,74.14308617494555,111.45973144355709,95.63131150900752,-5.381586712862486,-15.828419934549572,3824.596,1986.894,1837.702,20.028234591098844,-266.2913349853425,inf,Carting,True,False
trip-153850498054678491,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),test,Carting,evening,27.5985,24.0,47.0,18,1,0.0040591810780097,0.0101339474462668,2.496549735405157,8.0,6.0,0.0667169336120179,83.28047450006478,51.058744838978924,94.28136211729391,94.27268467690986,-32.22172966108586,-0.00867744038404794,3327.955,1241.9325000000001,2086.0225,20.372687135875864,-656.5316087511159,inf,Carting,False,False
trip-153859861293840555,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500050AAA,Patancheru_Ameenpur_I (Telangana),test,Carting,evening,33.7686,29.0,45.0,20,2,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0023186688263368,55.60236656903461,58.68847687983535,117.493882616642,88.34012491414566,3.0861103108007413,-29.153757702496335,3513.058,1519.587,1993.471,27.70667091908419,-318.3709425575422,inf,Carting,False,False
trip-153859861293840555,IND500050AAA,Patancheru_Ameenpur_I (Telangana),IND501218AAC,Shamshabad_Lngrguda_D (Telangana),test,Carting,evening,35.2949,31.0,177.0,22,2,0.0011940561131075,0.0023186688263368,1.9418424317617864,2.0,2.0,0.0,68.22868595997106,59.425883112653466,90.13822062550575,138.54863006888306,-8.802802847317594,48.410409443377304,3558.8469999999998,1588.2704999999999,1970.5765,20.08527161291432,309.3614251380033,127.93955878264386,Carting,False,False
trip-153810607314157614,IND396321AAA,Bilimora_DC (Gujarat),IND396580AAB,Vansda_CikhliRD_D (Gujarat),test,Carting,night,42.3996,31.0,66.0,3,4,9.907534957746346e-06,2.1175768226195995e-05,2.1373397435897434,2.0,2.0,0.0,77.65234472903843,63.38936395162888,105.36629111009222,84.7554755626001,-14.262980777409553,-20.610815547492123,3771.9880000000003,1907.982,1864.0060000000003,20.000778762318635,-491.3869039583455,inf,Carting,False,False
trip-153810607314157614,IND396580AAB,Vansda_CikhliRD_D (Gujarat),IND396321AAA,Bilimora_DC (Gujarat),test,Carting,night,41.1693,30.0,54.0,5,4,0.0,0.0,1.8125,1.0,1.0,2.1175768226195995e-05,69.82465511792964,68.62671478922468,85.39353524231507,128.35841662114464,-1.1979403287049593,42.964881378829574,3735.0789999999997,1852.6185,1882.4604999999997,20.0,405.69000721419656,92.80290204466863,Carting,False,False
trip-153842242935704281,IND673632AAA,Kozhikode_Central_H_4 (Kerala),IND673305AAA,Koyilandy_Pshrikvu_D (Kerala),test,Carting,evening,34.848800000000004,36.0,41.0,19,0,,,,,,0.0,63.96440919519628,54.16400459294021,91.31468485089393,79.96401703029787,-9.800404602256073,-11.350667820596058,3545.464,1568.1960000000001,1977.2679999999998,20.0,-309.51477025108204,inf,Carting,False,False
trip-153842242935704281,IND673305AAA,Koyilandy_Pshrikvu_D (Kerala),IND673104AAA,Vadakara_Mandodi_D (Kerala),test,Carting,night,22.0462,23.0,42.0,0,1,0.0,0.0,2.1538461538461537,1.0,1.0,4.066818681986935e-06,48.3157815565461,34.173609055143324,86.92907748895799,77.66858579374771,-14.142172501402776,-9.260491695210277,3161.386,992.079,2169.307,20.0,-375.4483669801583,inf,Carting,False,False
trip-153842242935704281,IND673104AAA,Vadakara_Mandodi_D (Kerala),IND673506AAA,Kallachi_ZamQuatr_D (Kerala),test,Carting,night,14.132,15.0,24.0,1,1,2.377808389859123e-06,4.066818681986935e-06,1.7103222864092429,2.0,1.0,2.675034438591513e-06,38.7393473520594,24.97214882955472,53.57364412168183,35.96948631995287,-13.767198522504678,-17.60415780172896,2923.96,635.9399999999999,2288.02,20.000149561759102,-451.38892396821626,inf,Carting,False,False
trip-153842242935704281,IND673506AAA,Kallachi_ZamQuatr_D (Kerala),IND670643AAA,Kuthuparamba_IdstrlAr_D (Kerala),test,Carting,night,19.9113,21.0,30.0,2,1,1.5852055932394153e-06,2.675034438591513e-06,1.6875,1.0,1.0,0.0,35.912801550390114,32.83939841404975,49.857194482857544,42.8090627368323,-3.0734031363403673,-7.048131746025241,3097.339,896.0085,2201.3305,20.00009837735281,-131.95002922859615,inf,Carting,False,False
trip-153842242935704281,IND670643AAA,Kuthuparamba_IdstrlAr_D (Kerala),IND673632AAA,Kozhikode_Central_H_4 (Kerala),test,Carting,night,95.3569,93.0,168.0,2,1,0.0,0.0,1.490036231884058,1.0,0.0,,155.97911425339817,236.33313306117506,202.39352138935502,311.8296754424987,80.3540188077769,109.43615405314367,5360.707,4291.0605,1069.6465000000007,20.0,2701.4419166869743,7.919078277365343,FTL,True,False
trip-153817119402799314,IND321001AAA,Bharatpur_DC (Rajasthan),IND321401AAB,Bayana_LalBagh_D (Rajasthan),test,FTL,night,41.796,39.0,44.0,2,5,0.0003951124941149,0.0007662057697221,1.9392091648189207,2.0,2.0,0.0,65.06600234151152,68.92766278642706,94.35422017038888,147.35294697851273,3.861660444915543,52.99872680812385,3753.88,1880.82,1873.0600000000002,20.028178065390946,608.0759918949019,61.69291290428874,Carting,True,False
trip-153817119402799314,IND321408AAB,Weir_BsstdDPP_D (Rajasthan),IND301001AAB,Alwar_Central_I_1 (Rajasthan),test,FTL,night,114.2395,91.0,524.0,4,5,0.0,0.0,0.0,0.0,1.0,0.0059093936320914,216.19653423640617,277.4783091611195,339.01103116132515,324.2175685430094,61.281774924713346,-14.793462618315743,5927.185,5140.7775,786.4075000000003,20.0,1077.7008723111094,14.594170241572952,FTL,False,False
trip-153801597940879511,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),test,Carting,night,33.8183,29.0,90.0,2,3,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0010655091495424,72.75317384947186,87.89359647320624,129.67727472723627,138.71375177352328,15.14042262373438,9.036477046287018,3514.549,1521.8235,1992.7255,24.784294493263637,487.2260472075015,101.36628761803938,Carting,False,False
trip-153808165039003346,IND625008AAA,Madurai_Kappalur_H (Tamil Nadu),IND626123AAA,Sivakasi_Msstreet_DC (Tamil Nadu),test,FTL,evening,59.5123,48.0,87.0,20,3,2.9326303474929184e-05,4.5331365451915234e-05,1.5457579060609752,5.0,1.0,4.122141126195403e-05,86.42788027354898,77.44087989232388,114.84449878017014,99.69909784238783,-8.987000381225101,-15.145400937782313,4285.369000000001,2678.0535,1607.3155000000006,20.001667111147476,-331.22162386421127,inf,Carting,True,False
trip-153808165039003346,IND626123AAA,Sivakasi_Msstreet_DC (Tamil Nadu),IND627756AAA,Sankaran_Kovil_D (Tamil Nadu),test,FTL,night,49.3302,50.0,90.0,0,4,2.2589179703661667e-05,4.122141126195403e-05,1.824829931972789,1.0,1.0,2.9763043791433925e-05,83.35207983940785,66.04181596424434,92.49621478041779,98.44726411960431,-17.310263875163514,5.951049339186525,3979.906,2219.859,1760.047,20.001515963032315,-286.71651504611856,inf,Carting,True,False
trip-153808165039003346,IND627756AAA,Sankaran_Kovil_D (Tamil Nadu),IND626117AAA,Rajpalayam_AshkTalk_D (Tamil Nadu),test,FTL,night,30.4631,28.0,48.0,3,4,1.5852055932394153e-05,2.9763043791433925e-05,1.877551020408164,1.0,1.0,1.503065783712878e-05,47.17644941449398,49.654718092407506,56.1550246797488,63.32807876255423,2.478268677913526,7.173054082805429,3413.893,1370.8395,2043.0535,20.001094568883882,121.30255272300627,336.87095073836036,Carting,True,False
trip-153808165039003346,IND626138AAA,Maharajapuram_Krsnakcl_D (Tamil Nadu),IND625008AAA,Madurai_Kappalur_H (Tamil Nadu),test,FTL,night,67.2447,62.0,84.0,5,4,2.377808389859123e-06,2.948482403425312e-06,1.24,1.0,1.0,4.5331365451915234e-05,99.12215125153054,124.40257226548982,116.99781678075838,122.34058499293567,25.280421013959284,5.34276821217729,4517.341,3026.0114999999996,1491.3295000000007,20.000108433704433,559.0391333187333,53.353602516725175,Carting,True,False
trip-153823885982888231,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),test,Carting,afternoon,25.7063,31.0,94.0,16,5,0.0308106240994679,0.0667169336120179,2.1653872831861944,18.0,22.0,0.0101339474462668,109.13352957705085,66.76926672122859,136.85413016612335,96.8831176489002,-42.36426285582226,-39.97101251722316,3271.189,1156.7835,2114.4055,22.453589090936422,-1399.9760956102564,inf,Carting,False,False
trip-153835876956390652,IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),IND828111AAA,Dhanbad_Jharia_DC (Jharkhand),test,Carting,night,13.089,11.0,26.0,1,0,0.0087940381122174,0.0188015329388047,2.1379862924046398,7.0,5.0,0.0008518650980285,50.03944827246796,33.648963797623956,87.19248465629357,90.05885726980678,-16.390484474844,2.8663726135132066,2892.67,589.005,2303.665,20.69144718760311,-309.4881451142131,inf,Carting,False,True
trip-153835876956390652,IND828111AAA,Dhanbad_Jharia_DC (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),test,Carting,night,13.1827,11.0,69.0,3,0,0.0003955087955132,0.0008518650980285,2.1538461538461537,1.0,1.0,0.0188015329388047,59.31666425303751,65.30339131274995,246.2472507591993,176.93417001526763,5.986727059712443,-69.31308074393166,2895.4809999999998,593.2215,2302.2594999999997,20.03132828201648,-574.294442241874,inf,Carting,False,True
trip-153823997655296535,IND401209AAB,Mumbai_Vasai_CP (Maharashtra),IND421302AAH,Bhiwandi_Mankoli_GW (Maharashtra),test,Carting,afternoon,35.0252,32.0,72.0,16,5,0.0,0.0,0.0,0.0,3.0,0.0,66.97011004528458,79.69279731537492,118.69586545158224,145.93652999414826,12.722687270090333,27.240664542566023,3550.756,1576.134,1974.6219999999998,20.0,526.8603908274669,74.9580736900238,Carting,False,False
trip-153844682052653523,IND786181AAC,Margherita_CivilHPL_D (Assam),IND786001AAB,Dibrugarh_Bokule_H (Assam),test,Carting,morning,84.459,59.0,206.0,8,1,0.0019910182251087,0.0056023805489118,2.813826854149435,3.0,3.0,0.0283971448421164,147.05987723881856,184.91327190340056,228.18494656130812,279.2418608172046,37.853394664582,51.05691425589649,5033.77,3800.655,1233.1150000000002,20.206033746665003,1280.695836245986,19.455332482812167,FTL,True,False
trip-153826587347960527,IND505001AAA,Karimnagar_DC (Telangana),IND505327AAA,Jagtial_Aravind_D (Telangana),test,FTL,night,46.6178,43.0,69.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0007877240862238,78.23834734540574,85.19704979740526,91.42012668123849,116.91069332343672,6.958702451999514,25.49056664219823,3898.534,2097.801,1800.7330000000002,20.0,394.07971546197257,91.38927629852925,Carting,True,False
trip-153826587347960527,IND505326AAB,,IND505425AAA,DhrmpuriTS_HanumDPP_D (Telangana),test,FTL,night,24.6623,17.0,31.0,4,6,0.0,0.0,1.9392091648189207,1.0,1.0,0.0,45.69424928991373,54.42421298631497,63.38392970724314,97.00917270325097,8.729963696401242,33.62524299600783,3239.8689999999997,1109.8035,2130.0654999999997,20.0,510.8517038881031,83.39271392413987,Carting,True,False
trip-153826587347960527,IND505425AAA,DhrmpuriTS_HanumDPP_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),test,FTL,night,70.7628,63.0,117.0,5,6,0.0,0.0,1.9392091648189207,2.0,0.0,0.0163695174167514,144.47431506073812,206.42725358195312,255.56691487490627,339.5852932607181,61.952938521215,84.01837838581184,4622.884,3184.326,1438.558,20.0,2079.2425542824185,13.837327415573894,FTL,False,False
trip-153841582576701358,IND400011AAA,LowerParel_CP (Maharashtra),IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),test,Carting,afternoon,23.248900000000003,18.0,32.0,17,0,0.000798151016196,0.0021418707558496,2.6835407239819,2.0,2.0,0.0017595203248922,53.097152239409205,50.742390610436814,86.86666907611071,71.498923982028,-2.3547616289723905,-15.367745094082707,3197.467,1046.2005000000001,2151.2664999999997,20.07876966815216,-201.5634234030204,inf,Carting,False,False
trip-153835727088106808,IND152026AAA,Muktsar_DPC (Punjab),IND152116AAA,Abohar_DC (Punjab),test,FTL,night,57.9878,41.0,58.0,1,0,0.0010163149359656,0.001833718747087,1.8042820017642995,2.0,4.0,,76.23953446036474,99.96998973674324,118.37809245982106,118.68239640648228,23.730455276378507,0.3043039466612214,4239.634,2609.451,1630.183,20.067437036897747,479.2627172604954,68.25816724930043,Carting,True,False
trip-153835727088106808,IND152116AAA,Abohar_DC (Punjab),IND152026AAA,Muktsar_DPC (Punjab),test,FTL,night,58.2905,41.0,98.0,2,0,,,,,,0.001833718747087,83.06794712509256,106.33602728273014,118.44790157722181,116.13801686933063,23.268080157637584,-2.309884707891186,4248.715,2623.0725,1625.6425,20.0,442.2627560738398,73.51478177504886,Carting,True,False
trip-153826766136996877,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),test,Carting,night,28.6885,25.0,122.0,0,6,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0130698692561693,103.10440869040025,64.52559028737302,277.674507308872,122.6363586409127,-38.57881840302723,-155.03814866795932,3360.655,1290.9825,2069.6725,24.784294493263637,-2877.404363641312,inf,Carting,False,False
trip-153801395054014505,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),test,FTL,night,813.0668000000001,587.0,1086.0,2,3,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.0625015236765678,1115.846949583308,380.58169534317585,1225.2280990703837,418.514572374092,-735.2652542401322,-806.7135266962916,26892.004,36588.006,-9696.002,30.0,-34158.660527648346,inf,Carting,True,True
trip-153809834608808246,IND396191AAC,Vapi_IndEstat_I (Gujarat),IND396232AAA,Silvassa_Samrvrni_D (Dadra and Nagar Haveli),test,Carting,night,15.0742,13.0,35.0,1,4,0.0015970946351887,0.0042154605231291,2.639455690508322,3.0,4.0,0.0,48.63614770751475,33.48865193735541,81.88943807936994,52.93047375666935,-15.147495770159345,-28.958964322700588,2952.226,678.3389999999999,2273.887,20.15502822736085,-597.1325765009738,inf,Carting,False,False
